Month,Edits,IPs,IPs %,Minor edits,Minor edits %,Edits  ·  Minor edits  ·  IPs,Found References,Found Body,Total Found
2007-06,96,0,0%,20,20.8%,,0,0,0
2007-07,121,0,0%,20,16.5%,,1,0,1
2007-08,123,0,0%,18,14.6%,,0,0,0
2007-09,314,0,0%,42,13.4%,,3,0,3
2007-10,438,16,3.7%,77,17.6%,,2,0,2
2007-11,196,0,0%,41,20.9%,,3,0,3
2007-12,119,0,0%,27,22.7%,,3,0,3
2008-01,342,0,0%,84,24.6%,,8,0,8
2008-02,428,0,0%,113,26.4%,,0,0,0
2008-03,351,0,0%,93,26.5%,,2,0,2
2008-04,415,0,0%,85,20.5%,,2,0,2
2008-05,310,0,0%,94,30.3%,,2,0,2
2008-06,173,0,0%,46,26.6%,,4,1,5
2008-07,36,0,0%,7,19.4%,,0,0,0
2008-08,64,0,0%,14,21.9%,,0,0,0
2008-09,45,0,0%,20,44.4%,,0,0,0
2008-10,28,0,0%,7,25%,,0,0,0
2008-11,134,0,0%,27,20.1%,,1,0,1
2008-12,139,0,0%,24,17.3%,,5,0,5
2009-01,202,0,0%,29,14.4%,,4,1,5
2009-02,51,0,0%,9,17.6%,,0,0,0
2009-03,53,0,0%,14,26.4%,,0,0,0
2009-04,19,0,0%,5,26.3%,,0,0,0
2009-05,48,0,0%,4,8.3%,,1,0,1
2009-06,12,0,0%,4,33.3%,,0,0,0
2009-07,9,0,0%,4,44.4%,,0,0,0
2009-08,125,0,0%,8,6.4%,,1,0,1
2009-09,19,0,0%,6,31.6%,,0,0,0
2009-10,25,0,0%,11,44%,,1,0,1
2009-11,24,0,0%,8,33.3%,,1,0,1
2009-12,5,0,0%,3,60%,,0,0,0
2010-01,21,0,0%,5,23.8%,,2,0,2
2010-02,15,0,0%,2,13.3%,,1,0,1
2010-03,21,0,0%,6,28.6%,,1,0,1
2010-04,16,0,0%,7,43.8%,,0,0,0
2010-05,13,0,0%,4,30.8%,,0,0,0
2010-06,18,0,0%,4,22.2%,,0,0,0
2010-07,11,0,0%,5,45.5%,,0,0,0
2010-08,27,0,0%,19,70.4%,,0,0,0
2010-09,10,0,0%,2,20%,,1,0,1
2010-10,8,0,0%,3,37.5%,,1,0,1
2010-11,17,0,0%,4,23.5%,,0,0,0
2010-12,28,0,0%,4,14.3%,,1,0,1
2011-01,3,0,0%,1,33.3%,,0,0,0
2011-02,8,0,0%,1,12.5%,,1,0,1
2011-03,6,0,0%,1,16.7%,,3,0,3
2011-04,11,0,0%,4,36.4%,,0,0,0
2011-05,11,0,0%,2,18.2%,,1,0,1
2011-06,7,0,0%,0,0%,,0,0,0
2011-07,16,0,0%,4,25%,,0,0,0
2011-08,21,0,0%,4,19%,,0,0,0
2011-09,9,0,0%,4,44.4%,,0,0,0
2011-10,6,0,0%,4,66.7%,,0,0,0
2011-11,11,0,0%,5,45.5%,,1,0,1
2011-12,44,0,0%,7,15.9%,,0,0,0
2012-01,12,0,0%,2,16.7%,,0,0,0
2012-02,46,0,0%,9,19.6%,,0,0,0
2012-03,8,0,0%,1,12.5%,,0,0,0
2012-04,15,0,0%,3,20%,,2,0,2
2012-05,11,0,0%,6,54.5%,,1,0,1
2012-06,12,0,0%,1,8.3%,,2,0,2
2012-07,5,0,0%,2,40%,,2,0,2
2012-08,8,0,0%,2,25%,,0,0,0
2012-09,18,0,0%,3,16.7%,,0,1,1
2012-10,7,0,0%,2,28.6%,,2,0,2
2012-11,37,0,0%,8,21.6%,,0,0,0
2012-12,41,0,0%,9,22%,,4,0,4
2013-01,60,0,0%,11,18.3%,,8,1,9
2013-02,40,0,0%,9,22.5%,,2,1,3
2013-03,18,0,0%,8,44.4%,,0,0,0
2013-04,12,0,0%,1,8.3%,,0,0,0
2013-05,7,0,0%,1,14.3%,,0,0,0
2013-06,20,0,0%,6,30%,,0,0,0
2013-07,15,0,0%,5,33.3%,,1,0,1
2013-08,16,0,0%,2,12.5%,,0,0,0
2013-09,79,0,0%,10,12.7%,,0,0,0
2013-10,11,0,0%,5,45.5%,,0,0,0
2013-11,18,0,0%,8,44.4%,,0,0,0
2013-12,21,0,0%,2,9.5%,,0,0,0
2014-01,26,0,0%,4,15.4%,,3,0,3
2014-02,11,0,0%,2,18.2%,,2,0,2
2014-03,23,0,0%,3,13%,,1,0,1
2014-04,36,0,0%,4,11.1%,,0,0,0
2014-05,15,0,0%,1,6.7%,,0,0,0
2014-06,32,0,0%,3,9.4%,,1,0,1
2014-07,23,0,0%,13,56.5%,,0,0,0
2014-08,16,0,0%,1,6.2%,,0,0,0
2014-09,27,0,0%,1,3.7%,,0,0,0
2014-10,3,0,0%,0,0%,,0,0,0
2014-11,59,0,0%,5,8.5%,,0,0,0
2014-12,51,0,0%,23,45.1%,,0,0,0
2015-01,10,0,0%,1,10%,,0,0,0
2015-02,15,0,0%,2,13.3%,,1,0,1
2015-03,44,0,0%,16,36.4%,,5,0,5
2015-04,113,0,0%,19,16.8%,,7,1,8
2015-05,36,0,0%,8,22.2%,,4,0,4
2015-06,111,6,5.4%,20,18%,,1,0,1
2015-07,142,31,21.8%,26,18.3%,,4,1,5
2015-08,110,5,4.5%,22,20%,,2,0,2
2015-09,61,0,0%,14,23%,,3,0,3
2015-10,110,0,0%,18,16.4%,,5,1,6
2015-11,90,0,0%,12,13.3%,,2,0,2
2015-12,60,0,0%,7,11.7%,,0,0,0
2016-01,169,0,0%,14,8.3%,,4,0,4
2016-02,145,0,0%,24,16.6%,,6,1,7
2016-03,131,0,0%,35,26.7%,,6,0,6
2016-04,135,0,0%,17,12.6%,,2,0,2
2016-05,170,0,0%,22,12.9%,,3,0,3
2016-06,232,1,0.4%,35,15.1%,,4,1,5
2016-07,259,0,0%,53,20.5%,,9,4,13
2016-08,215,0,0%,33,15.3%,,1,0,1
2016-09,87,0,0%,26,29.9%,,5,0,5
2016-10,227,0,0%,45,19.8%,,1,1,2
2016-11,257,0,0%,61,23.7%,,6,1,7
2016-12,80,0,0%,20,25%,,4,1,5
2017-01,58,0,0%,15,25.9%,,1,0,1
2017-02,45,0,0%,15,33.3%,,0,0,0
2017-03,41,0,0%,17,41.5%,,1,1,2
2017-04,46,0,0%,12,26.1%,,3,0,3
2017-05,35,0,0%,10,28.6%,,2,0,2
2017-06,41,0,0%,9,22%,,0,0,0
2017-07,22,0,0%,5,22.7%,,1,0,1
2017-08,33,0,0%,17,51.5%,,1,0,1
2017-09,73,0,0%,8,11%,,3,0,3
2017-10,40,0,0%,7,17.5%,,0,0,0
2017-11,42,0,0%,6,14.3%,,1,0,1
2017-12,41,0,0%,3,7.3%,,1,0,1
2018-01,47,0,0%,11,23.4%,,0,0,0
2018-02,21,0,0%,4,19%,,0,0,0
2018-03,61,0,0%,5,8.2%,,0,0,0
2018-04,35,0,0%,13,37.1%,,0,0,0
2018-05,32,0,0%,12,37.5%,,0,0,0
2018-06,26,0,0%,6,23.1%,,0,0,0
2018-07,15,0,0%,5,33.3%,,1,0,1
2018-08,18,0,0%,7,38.9%,,0,0,0
2018-09,13,0,0%,1,7.7%,,1,0,1
2018-10,20,0,0%,6,30%,,0,0,0
2018-11,20,0,0%,6,30%,,0,0,0
2018-12,35,0,0%,13,37.1%,,0,0,0
2019-01,14,0,0%,3,21.4%,,0,0,0
2019-02,29,0,0%,5,17.2%,,0,0,0
2019-03,32,0,0%,5,15.6%,,0,0,0
2019-04,19,0,0%,7,36.8%,,1,0,1
2019-05,49,0,0%,35,71.4%,,0,0,0
2019-06,39,0,0%,8,20.5%,,0,0,0
2019-07,25,0,0%,9,36%,,0,0,0
2019-08,190,0,0%,93,48.9%,,0,0,0
2019-09,11,0,0%,5,45.5%,,0,0,0
2019-10,32,0,0%,12,37.5%,,2,0,2
2019-11,16,0,0%,4,25%,,0,0,0
2019-12,18,0,0%,4,22.2%,,0,0,0
2020-01,31,0,0%,6,19.4%,,2,1,3
2020-02,9,0,0%,4,44.4%,,0,0,0
2020-03,7,0,0%,6,85.7%,,0,0,0
2020-04,30,0,0%,2,6.7%,,1,1,2
2020-05,32,0,0%,6,18.8%,,0,0,0
2020-06,12,0,0%,2,16.7%,,0,0,0
2020-07,17,0,0%,4,23.5%,,0,0,0
2020-08,17,0,0%,5,29.4%,,0,0,0
2020-09,16,0,0%,8,50%,,0,1,1
2020-10,15,0,0%,3,20%,,1,0,1
2020-11,24,0,0%,8,33.3%,,0,0,0
2020-12,20,0,0%,3,15%,,1,0,1
2021-01,29,0,0%,7,24.1%,,0,0,0
2021-02,41,0,0%,7,17.1%,,1,0,1
2021-03,25,0,0%,7,28%,,0,0,0
2021-04,17,0,0%,6,35.3%,,0,0,0
2021-05,14,0,0%,5,35.7%,,0,0,0
2021-06,19,0,0%,12,63.2%,,0,0,0
2021-07,18,0,0%,7,38.9%,,0,0,0
2021-08,7,0,0%,3,42.9%,,0,0,0
2021-09,28,0,0%,5,17.9%,,0,0,0
2021-10,17,0,0%,2,11.8%,,1,0,1
2021-11,11,0,0%,4,36.4%,,0,0,0
2021-12,8,0,0%,0,0%,,0,0,0
2022-01,17,0,0%,1,5.9%,,0,0,0
2022-02,10,0,0%,1,10%,,0,0,0
2022-03,24,0,0%,8,33.3%,,0,0,0
2022-04,17,0,0%,4,23.5%,,0,0,0
2022-05,13,0,0%,0,0%,,0,0,0
2022-06,20,0,0%,10,50%,,1,0,1
2022-07,11,0,0%,4,36.4%,,0,0,0
2022-08,4,0,0%,1,25%,,0,0,0
2022-09,8,0,0%,3,37.5%,,1,0,1
2022-10,8,0,0%,3,37.5%,,0,0,0
2022-11,30,0,0%,9,30%,,0,0,0
2022-12,1,0,0%,1,100%,,0,0,0
