Month,Edits,IPs,IPs %,Minor edits,Minor edits %,Edits  ·  Minor edits  ·  IPs,Found References,Found Body,Total Found
2007-11,38,15,39.5%,10,26.3%,,1,0,1
2007-12,71,28,39.4%,12,16.9%,,2,0,2
2008-01,50,18,36%,14,28%,,1,1,2
2008-02,23,13,56.5%,2,8.7%,,0,0,0
2008-03,24,12,50%,5,20.8%,,0,0,0
2008-04,10,5,50%,3,30%,,0,0,0
2008-05,26,9,34.6%,4,15.4%,,1,0,1
2008-06,30,13,43.3%,7,23.3%,,0,0,0
2008-07,12,5,41.7%,4,33.3%,,0,0,0
2008-08,913,136,14.9%,286,31.3%,,19,1,20
2008-09,377,0,0%,48,12.7%,,7,0,7
2008-10,167,0,0%,32,19.2%,,8,1,9
2008-11,261,5,1.9%,72,27.6%,,6,1,7
2008-12,38,0,0%,7,18.4%,,3,0,3
2009-01,208,0,0%,35,16.8%,,4,1,5
2009-02,65,5,7.7%,14,21.5%,,1,0,1
2009-03,35,0,0%,10,28.6%,,2,0,2
2009-04,30,0,0%,6,20%,,0,0,0
2009-05,30,0,0%,1,3.3%,,2,0,2
2009-06,12,0,0%,2,16.7%,,2,0,2
2009-07,19,0,0%,4,21.1%,,2,0,2
2009-08,28,0,0%,12,42.9%,,0,0,0
2009-09,35,0,0%,5,14.3%,,2,0,2
2009-10,47,0,0%,10,21.3%,,1,0,1
2009-11,22,0,0%,2,9.1%,,2,0,2
2009-12,10,0,0%,5,50%,,0,0,0
2010-01,27,0,0%,7,25.9%,,2,0,2
2010-02,20,0,0%,3,15%,,0,0,0
2010-03,17,0,0%,5,29.4%,,0,1,1
2010-04,13,0,0%,1,7.7%,,0,0,0
2010-05,7,0,0%,2,28.6%,,0,0,0
2010-06,17,0,0%,8,47.1%,,0,0,0
2010-07,7,0,0%,3,42.9%,,0,0,0
2010-08,10,0,0%,6,60%,,0,0,0
2010-09,9,0,0%,3,33.3%,,0,0,0
2010-10,13,0,0%,6,46.2%,,1,0,1
2010-11,16,0,0%,3,18.8%,,0,0,0
2010-12,13,0,0%,4,30.8%,,3,0,3
2011-01,9,0,0%,1,11.1%,,0,0,0
2011-02,4,0,0%,3,75%,,1,0,1
2011-03,8,0,0%,3,37.5%,,1,0,1
2011-04,2,0,0%,2,100%,,0,0,0
2011-05,9,0,0%,2,22.2%,,0,0,0
2011-06,13,0,0%,6,46.2%,,1,0,1
2011-07,5,0,0%,2,40%,,0,0,0
2011-08,18,0,0%,1,5.6%,,3,1,4
2011-09,7,0,0%,1,14.3%,,0,0,0
2011-10,11,0,0%,3,27.3%,,0,0,0
2011-11,15,0,0%,2,13.3%,,0,0,0
2011-12,13,0,0%,1,7.7%,,0,0,0
2012-01,2,0,0%,1,50%,,0,0,0
2012-02,10,0,0%,4,40%,,0,0,0
2012-03,6,0,0%,5,83.3%,,0,0,0
2012-04,7,0,0%,4,57.1%,,0,0,0
2012-05,9,0,0%,1,11.1%,,4,0,4
2012-06,8,0,0%,4,50%,,1,0,1
2012-07,2,0,0%,1,50%,,1,0,1
2012-08,8,0,0%,3,37.5%,,4,0,4
2012-09,20,0,0%,1,5%,,1,0,1
2012-10,21,0,0%,6,28.6%,,2,0,2
2012-11,38,0,0%,5,13.2%,,0,0,0
2012-12,12,0,0%,3,25%,,1,0,1
2013-01,33,0,0%,2,6.1%,,6,1,7
2013-02,17,0,0%,6,35.3%,,0,0,0
2013-03,5,0,0%,1,20%,,0,0,0
2013-04,28,0,0%,10,35.7%,,0,0,0
2013-05,6,0,0%,1,16.7%,,0,0,0
2013-06,11,0,0%,2,18.2%,,0,0,0
2013-07,7,0,0%,0,0%,,0,0,0
2013-08,4,0,0%,1,25%,,0,0,0
2013-09,4,0,0%,2,50%,,0,0,0
2013-10,3,0,0%,0,0%,,4,0,4
2013-11,6,0,0%,3,50%,,1,0,1
2013-12,0,0,0%,0,0%,,0,0,0
2014-01,7,0,0%,3,42.9%,,2,0,2
2014-02,1,0,0%,1,100%,,0,0,0
2014-03,2,0,0%,1,50%,,1,0,1
2014-04,4,0,0%,2,50%,,0,0,0
2014-05,5,0,0%,1,20%,,0,0,0
2014-06,3,0,0%,0,0%,,1,0,1
2014-07,4,0,0%,1,25%,,1,0,1
2014-08,5,0,0%,3,60%,,1,0,1
2014-09,11,0,0%,3,27.3%,,3,0,3
2014-10,1,0,0%,0,0%,,0,0,0
2014-11,3,0,0%,0,0%,,1,0,1
2014-12,6,0,0%,2,33.3%,,0,0,0
2015-01,8,0,0%,1,12.5%,,0,0,0
2015-02,10,0,0%,1,10%,,0,0,0
2015-03,9,0,0%,2,22.2%,,1,0,1
2015-04,7,0,0%,1,14.3%,,0,0,0
2015-05,29,0,0%,14,48.3%,,2,0,2
2015-06,16,0,0%,3,18.8%,,1,0,1
2015-07,8,0,0%,2,25%,,0,0,0
2015-08,74,0,0%,7,9.5%,,2,0,2
2015-09,37,0,0%,13,35.1%,,0,0,0
2015-10,61,0,0%,11,18%,,4,0,4
2015-11,5,0,0%,0,0%,,0,0,0
2015-12,6,0,0%,1,16.7%,,0,0,0
2016-01,5,0,0%,2,40%,,2,0,2
2016-02,8,0,0%,5,62.5%,,0,0,0
2016-03,11,0,0%,3,27.3%,,0,0,0
2016-04,3,0,0%,1,33.3%,,0,0,0
2016-05,6,0,0%,1,16.7%,,0,0,0
2016-06,14,0,0%,3,21.4%,,0,0,0
2016-07,18,0,0%,4,22.2%,,0,0,0
2016-08,12,0,0%,2,16.7%,,1,0,1
2016-09,12,0,0%,2,16.7%,,0,0,0
2016-10,7,0,0%,0,0%,,0,0,0
2016-11,37,0,0%,6,16.2%,,0,0,0
2016-12,33,0,0%,8,24.2%,,2,0,2
2017-01,103,0,0%,12,11.7%,,0,0,0
2017-02,26,0,0%,8,30.8%,,1,0,1
2017-03,19,0,0%,10,52.6%,,1,0,1
2017-04,18,0,0%,7,38.9%,,0,0,0
2017-05,27,0,0%,7,25.9%,,2,0,2
2017-06,10,0,0%,4,40%,,1,0,1
2017-07,12,0,0%,5,41.7%,,0,0,0
2017-08,16,0,0%,5,31.2%,,0,0,0
2017-09,18,0,0%,5,27.8%,,0,0,0
2017-10,9,0,0%,2,22.2%,,0,0,0
2017-11,21,0,0%,4,19%,,0,0,0
2017-12,13,0,0%,6,46.2%,,0,0,0
2018-01,16,0,0%,3,18.8%,,1,0,1
2018-02,7,0,0%,3,42.9%,,0,0,0
2018-03,12,0,0%,3,25%,,0,0,0
2018-04,10,0,0%,1,10%,,0,0,0
2018-05,24,0,0%,3,12.5%,,0,0,0
2018-06,3,0,0%,2,66.7%,,2,0,2
2018-07,2,0,0%,0,0%,,0,0,0
2018-08,6,0,0%,3,50%,,1,0,1
2018-09,8,0,0%,1,12.5%,,0,0,0
2018-10,33,0,0%,7,21.2%,,1,0,1
2018-11,20,0,0%,6,30%,,0,0,0
2018-12,37,0,0%,14,37.8%,,0,0,0
2019-01,30,0,0%,9,30%,,4,0,4
2019-02,45,0,0%,5,11.1%,,1,0,1
2019-03,38,0,0%,10,26.3%,,2,0,2
2019-04,138,0,0%,64,46.4%,,5,1,6
2019-05,44,0,0%,10,22.7%,,3,0,3
2019-06,29,0,0%,11,37.9%,,3,0,3
2019-07,28,0,0%,11,39.3%,,4,0,4
2019-08,55,0,0%,14,25.5%,,5,0,5
2019-09,27,0,0%,9,33.3%,,7,0,7
2019-10,32,0,0%,4,12.5%,,0,0,0
2019-11,35,0,0%,9,25.7%,,0,0,0
2019-12,32,0,0%,8,25%,,2,0,2
2020-01,50,0,0%,11,22%,,3,0,3
2020-02,76,0,0%,14,18.4%,,2,0,2
2020-03,276,0,0%,54,19.6%,,4,0,4
2020-04,228,0,0%,42,18.4%,,6,1,7
2020-05,150,0,0%,24,16%,,2,0,2
2020-06,107,0,0%,26,24.3%,,6,0,6
2020-07,109,0,0%,23,21.1%,,0,0,0
2020-08,133,0,0%,29,21.8%,,8,1,9
2020-09,47,0,0%,12,25.5%,,5,0,5
2020-10,454,0,0%,46,10.1%,,5,0,5
2020-11,535,0,0%,101,18.9%,,7,0,7
2020-12,117,0,0%,19,16.2%,,3,0,3
2021-01,657,0,0%,88,13.4%,,14,2,16
2021-02,151,0,0%,22,14.6%,,3,1,4
2021-03,127,0,0%,26,20.5%,,5,0,5
2021-04,98,0,0%,21,21.4%,,6,0,6
2021-05,89,0,0%,23,25.8%,,0,2,2
2021-06,124,0,0%,14,11.3%,,3,0,3
2021-07,77,0,0%,12,15.6%,,2,0,2
2021-08,448,0,0%,158,35.3%,,13,0,13
2021-09,59,0,0%,18,30.5%,,10,0,10
2021-10,39,0,0%,8,20.5%,,2,0,2
2021-11,75,0,0%,9,12%,,4,0,4
2021-12,13,0,0%,5,38.5%,,5,0,5
2022-01,41,0,0%,3,7.3%,,12,0,12
2022-02,66,0,0%,10,15.2%,,2,0,2
2022-03,55,0,0%,10,18.2%,,1,0,1
2022-04,46,0,0%,10,21.7%,,3,0,3
2022-05,36,0,0%,5,13.9%,,4,0,4
2022-06,45,0,0%,11,24.4%,,4,1,5
2022-07,54,0,0%,9,16.7%,,9,2,11
2022-08,114,0,0%,21,18.4%,,13,3,16
2022-09,106,0,0%,5,4.7%,,3,2,5
2022-10,37,0,0%,12,32.4%,,3,1,4
2022-11,51,0,0%,6,11.8%,,6,0,6
2022-12,62,0,0%,17,27.4%,,2,1,3
